1727346421,72.3009
1727346420,72.5141
1727346423,68.5746
1727346422,73.0519
1727346417,73.8989
1727346416,74.3156
1727346419,71.9658
1727346418,71.2792
1727346429,65.4493
1727346428,63.8349
1727346431,65.3784
1727346430,60.2733
1727346425,75.3914
1727346424,68.8340
1727346427,68.2661
1727346426,69.9471
1727346405,77.1499
1727346404,80.6461
1727346407,69.3853
1727346406,72.3360
1727346403,78.9998
1727346402,13.0227
1727346413,80.1939
1727346412,77.2755
1727346415,75.4323
1727346409,73.7226
1727346408,70.5280
1727346411,76.2637
1727346410,76.1407
1727346437,57.5668
1727346439,55.9962
1727346438,55.9368
1727346433,64.3142
1727346432,60.7905
1727346435,59.0980
1727346434,61.3024
1727346445,50.0135
1727346444,53.6895
1727346446,18.3892
1727346441,53.2171
1727346440,56.7656
1727346443,51.7571
1727346442,51.3997
