1727346421,0.0000
1727346420,0.0000
1727346423,0.0000
1727346422,0.0000
1727346417,0.0000
1727346416,0.0000
1727346419,0.0000
1727346418,0.0000
1727346429,0.0000
1727346428,0.0000
1727346431,0.0000
1727346430,0.0000
1727346425,0.0000
1727346424,0.0000
1727346427,0.0000
1727346426,0.0000
1727346405,0.0000
1727346404,0.0000
1727346407,0.0000
1727346406,0.0000
1727346403,0.0025
1727346402,0.0154
1727346413,0.0000
1727346412,0.0000
1727346415,0.0000
1727346409,0.0000
1727346408,0.0000
1727346411,0.0000
1727346410,0.0000
1727346437,0.0000
1727346439,0.0000
1727346438,0.0000
1727346433,0.0000
1727346432,0.0000
1727346435,0.0000
1727346434,0.0000
1727346445,0.0000
1727346444,0.0000
1727346446,0.0000
1727346441,0.0000
1727346440,0.0000
1727346443,0.0000
1727346442,0.0000
