Timestamp;Power
1726733705;25.726
1726733706;31.310
1726733707;29.092
1726733708;30.805
1726733709;33.415
1726733710;30.287
1726733711;29.650
1726733712;29.029
1726733713;30.523
1726733714;29.045
1726733715;30.631
1726733716;28.855
1726733717;30.657
1726733718;29.484
1726733719;30.452
1726733720;28.885
1726733721;30.749
1726733722;28.938
1726733723;30.003
1726733724;29.533
1726733725;29.514
1726733726;30.464
1726733727;29.004
1726733728;30.379
1726733729;28.927
1726733730;30.359
1726733731;28.776
1726733732;30.822
1726733733;28.942
1726733734;30.592
1726733735;28.824
1726733736;30.424
1726733737;28.826
1726733738;28.950
1726733739;30.874
1726733740;29.404
1726733741;30.489
1726733742;28.996
1726733743;30.381
1726733744;28.827
1726733745;30.649
1726733746;29.397
1726733747;31.004
1726733748;28.980
1726733749;29.740
1726733750;29.773
1726733751;28.877
1726733752;30.500
1726733753;29.387
1726733754;30.925
1726733755;28.910
1726733756;30.291
1726733757;28.829
1726733758;30.329
1726733759;28.818
1726733760;30.792
1726733761;29.548
1726733762;29.746
1726733763;29.591
1726733764;28.841
1726733765;30.470
1726733766;28.986
1726733767;30.277
1726733768;29.209
1726733769;30.405
1726733770;28.870
1726733771;30.376
1726733772;28.877
1726733773;30.712
1726733774;28.983
1726733775;30.576
1726733776;29.295
1726733777;28.842
1726733778;30.416
1726733779;29.058
1726733780;30.552
1726733781;29.414
1726733782;31.413
1726733783;29.693
1726733784;31.005
1726733785;29.436
1726733786;31.007
1726733787;29.076
1726733788;30.195
1726733789;29.735
1726733790;29.147
1726733791;30.566
1726733792;30.128
1726733793;30.941
1726733794;29.124
1726733795;30.669
1726733796;29.300
