Timestamp;Power
1726733593;28.827
1726733594;31.001
1726733595;30.888
1726733596;30.214
1726733597;28.955
1726733598;30.899
1726733599;29.012
1726733600;30.749
1726733601;28.990
1726733602;30.642
1726733603;29.156
1726733604;30.322
1726733605;29.267
1726733606;30.570
1726733607;29.476
1726733608;29.467
1726733609;29.896
1726733610;29.463
1726733611;30.306
1726733612;29.032
1726733613;30.338
1726733614;31.704
1726733615;30.327
1726733616;28.846
1726733617;31.467
1726733618;29.178
1726733619;30.268
1726733620;28.836
1726733621;29.543
1726733622;29.572
1726733623;28.784
1726733624;31.075
1726733625;29.086
1726733626;30.489
1726733627;28.903
1726733628;30.649
1726733629;28.857
1726733630;30.546
1726733631;29.501
1726733632;30.623
1726733633;28.821
1726733634;30.101
1726733635;29.376
1726733636;28.907
1726733637;30.813
1726733638;29.570
1726733639;30.873
1726733640;28.936
1726733641;30.407
1726733642;28.984
1726733643;30.346
1726733644;29.007
1726733645;30.613
1726733646;29.337
1726733647;29.723
1726733648;29.704
1726733649;28.856
1726733650;30.575
1726733651;29.102
1726733652;30.751
1726733653;29.328
1726733654;30.461
1726733655;28.751
1726733656;30.326
1726733657;28.953
1726733658;30.350
1726733659;28.752
1726733660;30.158
1726733661;29.564
1726733662;28.962
1726733663;30.634
1726733664;29.179
1726733665;30.429
1726733666;28.841
1726733667;30.785
1726733668;28.888
1726733669;30.573
1726733670;29.240
1726733671;30.660
1726733672;29.043
1726733673;29.947
1726733674;30.380
1726733675;29.076
1726733676;30.346
1726733677;28.909
1726733678;30.218
1726733679;28.730
1726733680;30.141
1726733681;29.319
1726733682;30.671
1726733683;28.840
1726733684;30.452
