java.lang.ref.Reference$ReferenceHandler.run;java.lang.ref.Reference.processPendingReferences;java.lang.ref.Reference.waitForReferencePendingList,0.0000
LinkedHashMap2Modif.main;LinkedHashMap2Modif.accessElements,0.6021
LinkedHashMap2Modif.main;LinkedHashMap2Modif.removeElements,0.4817
