Timestamp;Power
1726735835;3.546
1726735836;4.162
1726735837;4.329
1726735838;4.165
1726735839;3.694
1726735840;3.707
1726735841;3.902
1726735842;3.917
1726735843;3.637
1726735844;3.591
1726735845;3.623
1726735846;3.669
1726735847;3.951
1726735848;4.315
1726735849;4.375
1726735850;4.295
1726735851;3.666
1726735852;3.842
1726735853;4.188
1726735854;4.326
1726735855;4.350
1726735856;4.426
1726735857;4.461
1726735858;4.386
1726735859;4.389
1726735860;4.336
1726735861;4.435
1726735862;4.393
1726735863;4.063
1726735864;4.804
1726735865;4.711
1726735866;4.688
1726735867;4.740
1726735868;4.470
1726735869;4.523
1726735870;4.809
1726735871;4.851
1726735872;4.578
1726735873;4.576
1726735874;4.630
1726735875;4.648
1726735876;5.286
1726735877;5.140
1726735878;5.214
1726735879;4.706
1726735880;5.048
1726735881;5.007
1726735882;4.941
1726735883;5.071
1726735884;4.746
1726735885;4.400
1726735886;4.533
1726735887;4.744
1726735888;5.588
1726735889;5.464
1726735890;5.544
1726735891;5.417
1726735892;5.485
1726735893;5.567
1726735894;5.491
1726735895;5.426
1726735896;5.159
1726735897;4.576
1726735898;4.610
1726735899;4.978
1726735900;6.091
1726735901;5.896
1726735902;6.006
1726735903;5.822
1726735904;5.859
1726735905;5.817
1726735906;5.631
1726735907;5.703
1726735908;5.441
1726735909;4.537
1726735910;4.485
1726735911;5.210
1726735912;6.206
1726735913;5.973
1726735914;6.104
1726735915;5.799
1726735916;5.888
1726735917;5.975
1726735918;5.809
1726735919;5.838
1726735920;5.751
1726735921;4.390
1726735922;4.437
1726735923;5.191
1726735924;6.410
1726735925;6.180
1726735926;5.987
1726735927;6.097
1726735928;5.931
1726735929;5.980
1726735930;5.866
1726735931;5.927
1726735932;5.722
1726735933;4.604
1726735934;4.328
1726735935;4.697
1726735936;6.572
1726735937;6.189
1726735938;6.244
1726735939;6.000
1726735940;5.734
1726735941;5.944
1726735942;5.663
1726735943;5.750
1726735944;5.729
1726735945;4.744
1726735946;4.447
1726735947;4.511
1726735948;6.375
1726735949;6.504
1726735950;6.037
1726735951;5.723
1726735952;5.883
1726735953;5.823
1726735954;5.670
1726735955;5.729
1726735956;5.606
1726735957;5.455
