1727345653,56.7372
1727345652,63.2231
1727345655,54.2482
1727345654,54.4254
1727345649,67.0354
1727345648,66.5192
1727345651,63.3404
1727345650,63.9351
1727345661,39.8382
1727345660,43.6132
1727345662,23.9145
1727345657,42.9233
1727345656,45.0012
1727345659,41.0264
1727345658,41.9552
1727345637,77.8925
1727345636,75.0263
1727345639,78.8623
1727345638,77.8549
1727345635,13.3973
1727345645,67.5408
1727345644,73.0637
1727345646,69.3433
1727345641,75.7357
1727345640,78.3954
1727345643,75.1941
1727345642,73.0412
