java.lang.ref.Reference$ReferenceHandler.run;java.lang.ref.Reference.processPendingReferences;java.lang.ref.Reference.waitForReferencePendingList,0.0000
LinkedList2.main;java.util.LinkedList.remove;java.util.LinkedList.node,2.3528
