Date,CPU Utilization,CPU Power
2024-09-25 12:33:53,0.05778894472362,5.40615244247859
2024-09-25 12:33:54,0.12219451371571,6.12685392613399
2024-09-25 12:33:55,0.11083123425693,6.83230873170023
2024-09-25 12:33:57,0.12625418060201,6.30922785227085
2024-09-25 12:33:58,0.09372384937238,6.45574874482118
2024-09-25 12:33:59,0.12353923205342,6.29776437427305
2024-09-25 12:34:00,0.13025210084034,7.15540268616252
2024-09-25 12:34:01,0.11548117154812,6.51819115383618
2024-09-25 12:34:02,0.10654362416107,6.80933139130290
2024-09-25 12:34:03,0.12207357859532,6.45933547618292
2024-09-25 12:34:04,0.10981697171381,6.38526239999969
2024-09-25 12:34:05,0.13416666666667,6.27490429629742
2024-09-25 12:34:07,0.11544850498339,6.66002491572309
2024-09-25 12:34:08,0.12572855953372,6.10867513186299
2024-09-25 12:34:09,0.12207357859532,6.94696481966877
2024-09-25 12:34:10,0.11467116357504,6.62477115789845
2024-09-25 12:34:11,0.10058675607712,6.75867439999711
2024-09-25 12:34:12,0.12531328320802,6.37918691860504
2024-09-25 12:34:13,0.11268781302170,7.11206676645663
2024-09-25 12:34:14,0.11754827875735,6.48842767294849
2024-09-25 12:34:16,0.11464435146444,6.59089690418177
2024-09-25 12:34:17,0.13813068651778,6.11945993035096
2024-09-25 12:34:18,0.11111111111111,6.12608972500539
2024-09-25 12:34:19,0.10341951626355,6.29894037500562
2024-09-25 12:34:20,0.11490424646128,6.09812938554177
2024-09-25 12:34:21,0.10672268907563,6.98660265806576
2024-09-25 12:34:22,0.11705685618729,6.34644907974907
2024-09-25 12:34:23,0.10618729096990,6.44289820481988
2024-09-25 12:34:24,0.12970711297071,6.46374091429046
2024-09-25 12:34:26,0.11637572734830,6.68473720669716
2024-09-25 12:34:27,0.12781954887218,6.51336912000277
2024-09-25 12:34:28,0.11211871393240,6.17277879365252
2024-09-25 12:34:29,0.13798836242727,6.30784916752054
2024-09-25 12:34:30,0.10853355426678,6.53878948234795
2024-09-25 12:34:31,0.11715481171548,6.43954324999868
2024-09-25 12:34:32,0.11287625418060,6.79211760354907
2024-09-25 12:34:34,0.12967581047382,6.26532795652209
2024-09-25 12:34:35,0.12352941176471,7.23501509659052
2024-09-25 12:34:36,0.14486754966887,6.16626416667714
2024-09-25 12:34:37,0.13311148086522,6.96884121211961
2024-09-25 12:34:38,0.13054393305439,6.62428561363942
2024-09-25 12:34:39,0.11388196176226,7.06726887424884
2024-09-25 12:34:40,0.13101160862355,6.13071020942499
2024-09-25 12:34:42,0.12123745819398,6.36032215116186
2024-09-25 12:34:43,0.11055694098088,6.12146261271333
2024-09-25 12:34:44,0.11612364243943,6.26910506789495
2024-09-25 12:34:45,0.10596026490066,6.19004384180962
2024-09-25 12:34:46,0.11803823773899,6.11477576608243
2024-09-25 12:34:47,0.10132890365449,6.31282824691350
2024-09-25 12:34:48,0.13144758735441,6.45088563736091
2024-09-25 12:34:49,0.12854757929883,6.98849624468378
2024-09-25 12:34:51,0.12416107382550,6.58083515663818
2024-09-25 12:34:52,0.10714285714286,6.52492814371266
2024-09-25 12:34:53,0.12887029288703,6.42998840000015
2024-09-25 12:34:54,0.09874476987448,6.57696677631228
2024-09-25 12:34:55,0.10057236304170,5.32241233135556
2024-09-25 12:34:56,0.09286898839138,6.01478236942599
2024-09-25 12:34:57,0.12227805695142,6.44455785542205
2024-09-25 12:34:58,0.10108604845447,6.70535893464561
2024-09-25 12:35:00,0.10794979079498,6.20899150657169
2024-09-25 12:35:01,0.12050209205021,6.91894921348849
2024-09-25 12:35:02,0.11622073578595,6.30567197514386
2024-09-25 12:35:03,0.11442786069652,6.82667941713639
2024-09-25 12:35:04,0.11633663366337,5.92039179428531
2024-09-25 12:35:05,0.10882110469909,6.45756593103328
2024-09-25 12:35:06,0.10552349546579,5.77408620605640
2024-09-25 12:35:07,0.11857379767828,6.76883076502338
2024-09-25 12:35:08,0.13238967527061,6.53117193855760
2024-09-25 12:35:10,0.14166666666667,6.74817391959280
2024-09-25 12:35:11,0.15050167224080,6.68168287128348
2024-09-25 12:35:12,0.14011676396997,6.59150078351256
2024-09-25 12:35:13,0.14105793450882,6.58915411398464
2024-09-25 12:35:14,0.11956521739130,6.33793449405294
2024-09-25 12:35:15,0.10275689223058,6.11879032692125
2024-09-25 12:35:16,0.11352253756260,6.08262419632273
2024-09-25 12:35:17,0.09372384937238,6.41477991724708
2024-09-25 12:35:18,0.09341117597998,6.04575916418437
2024-09-25 12:35:19,0.10000000000000,6.39265033949939
2024-09-25 12:35:21,0.12478920741990,6.75766519998797
