Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-09-25 12:03:10,0.13047138047138,29.29363400000322,9.12363400000322,20.17000000000000
2024-09-25 12:03:11,0.18860016764459,27.39417500000273,5.79417500000272,21.60000000000000
2024-09-25 12:03:12,0.16849199663016,27.92342799999780,5.65342799999780,22.27000000000000
2024-09-25 12:03:13,0.17314189189189,28.04876600000163,7.12876600000163,20.92000000000000
2024-09-25 12:03:14,0.16159052453469,29.04652399999613,8.39652399999613,20.65000000000000
2024-09-25 12:03:15,0.18128654970760,28.08694999999745,7.26694999999745,20.82000000000000
2024-09-25 12:03:17,0.19865884325231,29.61769699999975,8.78769699999975,20.83000000000000
2024-09-25 12:03:18,0.17796610169492,27.66669799999741,6.25669799999741,21.41000000000000
2024-09-25 12:03:19,0.17310924369748,28.06595699999918,5.74595699999918,22.32000000000000
2024-09-25 12:03:20,0.17157275021026,27.98371799999703,6.70371799999702,21.28000000000000
2024-09-25 12:03:21,0.14309764309764,29.25694600000337,8.51694600000337,20.74000000000000
2024-09-25 12:03:22,0.16835016835017,27.99804800000537,7.26804800000536,20.73000000000000
2024-09-25 12:03:23,0.14597315436242,29.01057199999545,8.42057199999545,20.59000000000000
2024-09-25 12:03:24,0.13877207737595,27.83203999999765,7.17203999999765,20.66000000000000
2024-09-25 12:03:26,0.15546218487395,28.93353800000128,8.27353800000128,20.66000000000000
2024-09-25 12:03:27,0.14032121724429,27.75633500000287,7.13633500000287,20.62000000000000
2024-09-25 12:03:28,0.14021830394626,28.26773000000248,7.56773000000248,20.70000000000000
2024-09-25 12:03:29,0.14441645675903,28.12294499999640,7.41294499999640,20.71000000000000
2024-09-25 12:03:30,0.14249578414840,28.06905600000580,7.23905600000580,20.83000000000000
2024-09-25 12:03:31,0.14043993231810,28.78449400000565,8.06449400000565,20.72000000000000
2024-09-25 12:03:32,0.14080944350759,27.77239599999972,7.16239599999972,20.61000000000000
2024-09-25 12:03:33,0.12966101694915,29.12741200000193,8.55741200000193,20.57000000000000
2024-09-25 12:03:34,0.12521150592217,27.95030800000153,7.46030800000153,20.49000000000000
2024-09-25 12:03:35,0.14658803706824,29.83845299999521,9.18845299999521,20.65000000000000
2024-09-25 12:03:37,0.14827295703454,26.74751800000493,4.46751800000493,22.28000000000000
2024-09-25 12:03:38,0.16288832913518,28.43283700000058,6.61283700000058,21.82000000000000
2024-09-25 12:03:39,0.15021097046414,28.12773199999821,7.25773199999821,20.87000000000000
2024-09-25 12:03:40,0.13674496644295,29.23682599999418,8.45682599999418,20.78000000000000
2024-09-25 12:03:41,0.14345287739783,27.87996400000062,7.16996400000062,20.71000000000000
2024-09-25 12:03:42,0.15410385259631,29.34518599999894,8.52518599999894,20.82000000000000
2024-09-25 12:03:43,0.13837011884550,27.97444200000231,7.13444200000231,20.84000000000000
2024-09-25 12:03:44,0.15083333333333,29.22759999999747,8.43759999999747,20.79000000000000
2024-09-25 12:03:46,0.14758269720102,28.04522799999948,7.31522799999948,20.73000000000000
2024-09-25 12:03:47,0.13080168776371,29.42959499999939,8.66959499999939,20.76000000000000
2024-09-25 12:03:48,0.14140558848434,28.05232299999974,7.21232299999974,20.84000000000000
2024-09-25 12:03:49,0.13769941225861,29.21596400000097,8.38596400000097,20.83000000000000
2024-09-25 12:03:50,0.14576271186441,28.05876500000129,7.37876500000129,20.68000000000000
2024-09-25 12:03:51,0.14213197969543,29.17431199999730,8.50431199999730,20.67000000000000
2024-09-25 12:03:52,0.14658803706824,27.98895299999684,7.25895299999684,20.73000000000000
2024-09-25 12:03:53,0.16085106382979,29.57987200000207,8.82987200000207,20.75000000000000
2024-09-25 12:03:55,0.14467005076142,28.03670499999454,7.26670499999454,20.77000000000000
2024-09-25 12:03:56,0.13720538720539,28.42389799999975,7.70389799999975,20.72000000000000
2024-09-25 12:03:57,0.15248525695029,27.52371499999863,6.07371499999863,21.45000000000000
2024-09-25 12:03:58,0.14705882352941,26.72254900000204,4.56254900000204,22.16000000000000
2024-09-25 12:03:59,0.13157894736842,28.64968300000153,7.56968300000153,21.08000000000000
2024-09-25 12:04:00,0.12446717817562,28.30952500000043,7.21952500000043,21.09000000000000
2024-09-25 12:04:01,0.13036164844407,28.00230999999360,5.63230999999359,22.37000000000000
2024-09-25 12:04:02,0.14777497900924,27.25954199999600,5.41954199999600,21.84000000000000
2024-09-25 12:04:03,0.13260135135135,29.31901399999799,8.44901399999799,20.87000000000000
2024-09-25 12:04:05,0.14032121724429,28.20014199999801,7.29014199999801,20.91000000000000
2024-09-25 12:04:06,0.15962837837838,29.24621599999868,8.45621599999868,20.79000000000000
2024-09-25 12:04:07,0.13717188823031,28.01190599999885,7.22190599999885,20.79000000000000
2024-09-25 12:04:08,0.15197313182200,29.13949500000104,8.37949500000104,20.76000000000000
2024-09-25 12:04:09,0.15088013411567,28.14839099999866,7.30839099999866,20.84000000000000
2024-09-25 12:04:10,0.14177215189873,29.14211299999995,7.81211299999995,21.33000000000000
2024-09-25 12:04:11,0.14285714285714,26.52440100000007,4.33440100000007,22.19000000000000
2024-09-25 12:04:12,0.14141414141414,28.90897799999948,7.40897799999948,21.50000000000000
2024-09-25 12:04:13,0.15656565656566,26.85873800000321,4.96873800000321,21.89000000000000
2024-09-25 12:04:15,0.12798634812287,33.80653699999966,11.85653699999966,21.95000000000000
2024-09-25 12:04:16,0.13076278290025,28.76224499999575,8.07224499999575,20.69000000000000
2024-09-25 12:04:17,0.13518052057095,29.14418500000058,8.37418500000058,20.77000000000000
