Timestamp;Power
1726742882;15.626
1726742883;16.288
1726742884;16.269
1726742885;16.281
1726742886;16.283
1726742887;16.275
1726742888;16.279
1726742889;16.275
1726742890;16.280
1726742891;16.269
1726742892;16.277
1726742893;16.283
1726742894;16.278
1726742895;16.275
1726742896;16.280
1726742897;16.277
1726742898;16.265
1726742899;16.278
1726742900;16.270
1726742901;16.281
1726742902;16.275
1726742903;16.269
1726742904;16.275
1726742905;16.265
1726742906;16.270
1726742907;16.269
1726742908;16.260
1726742909;16.271
1726742910;16.260
1726742911;16.270
1726742912;16.273
1726742913;16.262
1726742914;16.267
1726742915;16.267
1726742916;16.270
1726742917;16.263
1726742918;16.260
1726742919;16.269
1726742920;16.269
1726742921;16.265
1726742922;16.263
1726742923;16.264
1726742924;16.268
1726742925;16.267
1726742926;16.262
1726742927;16.268
1726742928;16.274
1726742929;16.274
1726742930;16.268
1726742931;16.267
1726742932;16.256
1726742933;16.259
1726742934;16.261
1726742935;16.263
1726742936;16.251
1726742937;16.261
1726742938;16.254
1726742939;16.264
1726742940;16.259
1726742941;16.262
1726742942;16.261
