1727342069,0.0101
1727342071,0.0000
1727342077,0.0000
1727342076,0.0000
1727342079,0.0000
1727342078,0.0000
1727342073,0.0010
1727342072,0.0000
1727342075,0.0000
1727342074,0.0000
1727342097,0.0000
1727342099,0.0000
1727342098,0.0000
1727342085,0.0000
1727342084,0.0000
1727342087,0.0000
1727342086,0.0000
1727342081,0.0000
1727342080,0.0000
1727342083,0.0000
1727342082,0.0000
1727342093,0.0000
1727342092,0.0000
1727342095,0.0000
1727342094,0.0000
1727342089,0.0000
1727342088,0.0000
1727342091,0.0000
1727342090,0.0000
