Timestamp;Power
1726733139;29.292
1726733140;30.778
1726733141;31.529
1726733142;30.106
1726733143;31.945
1726733144;30.549
1726733145;31.507
1726733146;30.306
1726733147;31.263
1726733148;30.180
1726733149;31.524
1726733150;30.159
1726733151;32.123
1726733152;30.377
1726733153;31.554
1726733154;29.998
1726733155;30.321
1726733156;31.197
1726733157;29.946
1726733158;31.916
1726733159;31.309
1726733160;35.448
1726733161;30.227
1726733162;31.267
1726733164;30.026
1726733165;31.605
1726733165;30.868
1726733166;31.876
1726733167;30.126
1726733168;31.392
1726733169;30.109
1726733170;30.831
1726733171;31.453
1726733173;31.018
1726733173;31.792
1726733174;30.067
1726733175;31.658
1726733176;30.300
1726733178;31.867
1726733178;30.270
1726733179;32.533
1726733181;32.641
1726733181;32.482
1726733182;30.398
1726733183;32.148
1726733184;30.805
1726733185;32.699
1726733187;30.673
1726733187;31.082
1726733189;34.297
1726733190;30.151
1726733191;31.782
1726733191;30.476
1726733193;31.678
1726733194;30.429
1726733194;31.978
1726733195;30.150
1726733197;31.388
1726733198;30.207
1726733198;31.684
1726733200;30.210
1726733200;31.523
1726733201;30.610
1726733203;30.966
1726733204;30.796
1726733205;29.760
1726733206;31.536
1726733207;30.238
1726733208;31.490
1726733209;30.698
1726733210;31.681
1726733211;30.217
1726733212;31.570
1726733213;30.379
1726733214;31.522
1726733215;30.069
1726733216;31.909
1726733217;30.350
1726733218;31.561
1726733219;30.096
1726733220;30.234
1726733221;31.551
1726733221;30.106
1726733223;31.676
1726733224;30.402
1726733225;31.361
1726733226;30.485
1726733227;31.548
1726733228;30.165
1726733229;31.302
1726733230;31.224
1726733231;30.326
