Timestamp;Power
1726732265;20.830
1726732266;21.549
1726732267;23.281
1726732268;21.834
1726732269;23.405
1726732270;22.303
1726732271;23.335
1726732272;21.453
1726732273;23.444
1726732274;21.640
1726732275;23.743
1726732276;21.454
1726732277;23.959
1726732278;21.655
1726732279;22.846
1726732280;22.212
1726732281;21.798
1726732282;23.338
1726732283;21.806
1726732284;23.782
1726732285;21.814
1726732286;23.340
1726732287;21.786
1726732288;23.316
1726732289;21.665
1726732290;23.436
1726732291;21.833
1726732292;23.573
1726732293;21.542
1726732294;23.582
1726732295;21.695
1726732296;23.272
1726732297;21.517
1726732298;21.756
1726732299;23.775
1726732300;22.716
1726732301;23.357
1726732302;21.518
1726732303;23.320
1726732304;21.518
1726732305;24.023
1726732306;22.137
1726732307;23.379
1726732308;21.522
1726732309;23.482
1726732310;23.147
1726732311;23.441
1726732312;21.568
1726732313;23.935
1726732314;21.480
1726732315;22.756
1726732316;22.816
1726732317;21.561
1726732318;23.316
1726732319;21.657
1726732320;23.847
1726732321;22.231
1726732322;23.497
1726732323;21.687
1726732324;23.412
1726732325;21.906
1726732326;23.353
