Timestamp;Power
1725532625;3.001
1725532626;2.945
1725532627;2.948
1725532628;2.810
1725532629;2.627
1725532630;2.800
1725532631;2.855
1725532632;3.095
1725532633;3.245
1725532634;3.316
1725532635;3.260
1725532636;3.411
1725532637;3.091
1725532638;2.869
1725532639;3.271
1725532640;3.050
1725532641;3.039
1725532642;3.381
1725532643;3.317
1725532644;3.164
1725532645;2.878
1725532646;2.768
1725532647;2.645
1725532648;2.639
1725532649;2.678
1725532650;3.012
1725532651;3.184
1725532652;3.023
1725532653;2.973
1725532654;2.940
1725532655;2.910
1725532656;3.042
1725532657;3.067
1725532658;2.882
1725532659;2.984
1725532660;2.957
1725532661;2.671
1725532662;2.625
1725532663;2.621
1725532664;2.638
1725532665;2.617
1725532666;2.622
1725532667;2.636
1725532668;2.622
1725532669;2.668
1725532670;3.009
1725532671;2.947
1725532672;2.931
1725532673;2.681
1725532674;2.615
1725532675;2.703
1725532676;2.634
1725532677;2.618
1725532678;2.632
1725532679;2.648
1725532680;2.678
1725532681;2.879
1725532682;2.872
1725532683;2.835
1725532684;2.621
1725532685;2.621
1725532686;2.634
1725532687;3.287
1725532688;3.701
1725532689;3.905
1725532690;3.216
1725532691;3.079
1725532692;3.057
1725532693;2.922
1725532694;2.931
1725532695;3.585
1725532696;3.293
1725532697;3.335
1725532698;3.356
1725532699;3.457
1725532700;3.009
1725532701;2.627
1725532702;2.624
1725532703;2.692
1725532704;3.265
1725532705;2.999
1725532706;2.959
1725532707;3.074
1725532708;3.021
1725532709;2.740
1725532710;3.389
1725532711;3.588
1725532712;3.670
1725532713;3.240
1725532714;3.053
1725532715;2.987
1725532716;3.376
1725532717;3.274
1725532718;3.225
1725532719;3.293
1725532720;3.104
1725532721;2.856
1725532722;3.237
1725532723;2.968
1725532724;3.059
1725532725;3.266
1725532726;3.236
1725532727;3.136
1725532728;2.982
1725532729;2.759
1725532730;2.684
1725532731;2.689
1725532732;2.862
1725532733;3.763
1725532734;3.688
1725532735;3.516
1725532736;3.155
1725532737;3.218
1725532738;2.922
1725532739;2.885
1725532740;2.923
1725532741;2.886
1725532742;3.008
1725532743;3.705
1725532744;3.438
1725532745;3.165
1725532746;2.910
1725532747;2.932
1725532748;2.724
1725532749;3.022
1725532750;3.096
1725532751;2.880
1725532752;3.312
1725532753;3.319
1725532754;3.178
1725532755;3.604
1725532756;3.631
1725532757;3.813
1725532758;2.939
1725532759;3.158
1725532760;3.632
1725532761;3.486
1725532762;3.014
1725532763;3.037
1725532764;3.041
1725532765;3.008
1725532766;3.011
1725532767;3.097
1725532768;3.096
1725532769;3.186
1725532770;3.086
1725532771;2.908
1725532772;2.894
1725532773;2.736
1725532774;2.851
1725532775;2.854
1725532776;2.848
1725532777;2.853
1725532778;3.717
1725532779;3.963
1725532780;3.153
1725532781;3.665
1725532782;3.783
1725532783;3.265
1725532784;3.092
1725532785;3.121
1725532786;3.141
1725532787;3.128
1725532788;3.095
1725532789;3.130
1725532790;3.071
1725532791;2.929
1725532792;3.013
1725532793;3.170
1725532794;3.094
1725532795;2.661
1725532796;2.733
1725532797;2.899
1725532798;2.913
1725532799;3.113
1725532800;3.552
1725532801;3.501
1725532802;3.479
1725532803;2.814
1725532804;3.351
1725532805;3.282
1725532806;3.280
1725532807;3.415
1725532808;3.543
1725532809;3.481
1725532810;3.279
1725532811;3.285
1725532812;3.537
1725532813;3.194
1725532814;3.195
1725532815;3.190
1725532816;3.146
1725532817;3.006
1725532818;2.685
1725532819;2.869
1725532820;2.853
1725532821;2.642
1725532822;2.770
1725532823;3.818
1725532824;3.851
1725532825;3.436
1725532826;4.387
1725532827;4.082
1725532828;3.435
1725532829;3.397
1725532830;3.409
1725532831;3.409
1725532832;3.421
1725532833;3.395
1725532834;3.358
1725532835;2.978
1725532836;2.938
1725532837;3.222
1725532838;3.499
1725532839;3.561
1725532840;2.750
1725532841;2.661
1725532842;2.643
1725532843;2.634
1725532844;2.977
1725532845;3.653
1725532846;3.703
1725532847;3.288
1725532848;4.406
1725532849;4.516
1725532850;4.462
1725532851;4.996
1725532852;4.676
1725532853;4.881
1725532854;4.623
1725532855;4.438
1725532856;4.186
1725532857;3.184
1725532858;3.174
1725532859;3.288
1725532860;2.885
1725532861;2.887
1725532862;2.687
1725532863;2.972
1725532864;2.987
1725532865;3.106
1725532866;3.153
1725532867;3.632
1725532868;3.535
1725532869;3.813
1725532870;3.874
1725532871;4.743
1725532872;4.717
1725532873;4.249
1725532874;3.977
1725532875;4.607
1725532876;4.670
1725532877;4.670
1725532878;4.475
1725532879;4.263
1725532880;2.836
1725532881;2.678
1725532882;2.662
1725532883;2.686
1725532884;2.662
1725532885;2.652
1725532886;2.665
1725532887;2.656
1725532888;2.669
1725532889;2.766
1725532890;3.439
1725532891;3.572
1725532892;3.530
1725532893;4.833
1725532894;4.626
1725532895;4.466
1725532896;4.813
1725532897;5.255
1725532898;5.305
1725532899;5.534
1725532900;4.893
1725532901;5.019
1725532902;3.556
1725532903;3.047
1725532904;3.113
